date,MaxTemp,MinGrassTemp,MinTemp,MaxRH,MinRH
01/06/2021,29.3,23.1,24.1,97.0,82.0
02/06/2021,31.3,23.1,25.0,95.0,73.0
03/06/2021,34.0,25.9,27.9,89.0,64.0
04/06/2021,29.8,26.8,26.7,89.0,80.0
05/06/2021,29.2,24.6,25.6,84.0,62.0
06/06/2021,31.4,23.9,26.4,82.0,62.0
07/06/2021,32.2,25.2,26.6,85.0,67.0
08/06/2021,33.5,26.2,26.5,93.0,64.0
09/06/2021,29.9,25.1,26.4,96.0,77.0
10/06/2021,32.8,27.4,25.5,96.0,66.0
11/06/2021,32.9,25.4,26.7,94.0,68.0
12/06/2021,29.5,25.1,26.2,95.0,85.0
13/06/2021,32.0,25.4,26.0,94.0,74.0
14/06/2021,31.1,26.7,27.8,87.0,76.0
15/06/2021,31.8,26.8,27.2,86.0,70.0
16/06/2021,33.3,27.0,29.1,81.0,67.0
17/06/2021,32.8,26.0,27.7,88.0,67.0
18/06/2021,32.8,27.5,29.0,84.0,69.0
19/06/2021,33.0,27.8,29.5,84.0,72.0
20/06/2021,32.8,28.1,29.4,84.0,68.0
21/06/2021,32.4,27.8,29.4,87.0,73.0
22/06/2021,30.2,24.9,24.7,94.0,79.0
23/06/2021,29.0,23.8,25.1,93.0,76.0
24/06/2021,26.7,24.1,25.1,96.0,89.0
25/06/2021,29.0,25.3,26.0,94.0,78.0
26/06/2021,29.9,24.7,25.9,98.0,80.0
27/06/2021,30.0,26.8,28.4,90.0,80.0
28/06/2021,29.6,23.4,24.0,97.0,83.0
29/06/2021,30.7,26.6,28.8,87.0,76.0
30/06/2021,32.6,26.7,29.0,84.0,69.0
01/07/2021,32.4,26.8,29.2,83.0,68.0
02/07/2021,32.8,27.8,29.3,84.0,69.0
03/07/2021,33.0,27.8,29.1,83.0,70.0
04/07/2021,33.2,27.2,28.9,86.0,71.0
05/07/2021,33.8,26.9,28.0,90.0,67.0
06/07/2021,32.7,25.3,26.7,94.0,69.0
07/07/2021,33.1,25.1,26.6,95.0,64.0
08/07/2021,32.8,27.3,28.4,86.0,69.0
09/07/2021,34.8,26.6,28.2,87.0,57.0
10/07/2021,34.0,26.5,28.2,85.0,65.0
11/07/2021,33.6,27.5,28.8,84.0,65.0
12/07/2021,34.8,27.3,28.7,87.0,59.0
13/07/2021,35.3,27.3,28.8,84.0,56.0
14/07/2021,34.1,26.9,29.1,82.0,62.0
15/07/2021,35.4,26.9,28.9,83.0,55.0
16/07/2021,30.9,27.4,28.7,82.0,64.0
17/07/2021,31.2,26.0,26.9,90.0,73.0
18/07/2021,28.8,24.9,24.9,96.0,82.0
19/07/2021,27.9,23.9,25.0,97.0,88.0
20/07/2021,27.1,25.2,25.3,97.0,91.0
21/07/2021,27.8,24.3,25.3,97.0,90.0
22/07/2021,32.8,25.1,26.9,93.0,64.0
23/07/2021,34.1,25.9,27.4,91.0,61.0
24/07/2021,33.2,25.6,26.5,94.0,71.0
25/07/2021,33.6,26.0,25.9,94.0,66.0
26/07/2021,33.9,27.4,28.7,84.0,68.0
27/07/2021,35.3,28.0,29.5,87.0,62.0
28/07/2021,34.1,27.9,29.1,88.0,70.0
29/07/2021,32.3,27.4,28.3,88.0,65.0
30/07/2021,30.5,26.5,26.5,93.0,76.0
31/07/2021,32.2,25.4,27.0,92.0,75.0
01/08/2021,32.5,25.6,27.1,94.0,73.0
02/08/2021,33.9,27.8,28.5,87.0,67.0
03/08/2021,29.7,27.7,27.1,94.0,83.0
04/08/2021,31.3,25.6,25.9,96.0,74.0
05/08/2021,28.6,25.6,26.2,95.0,83.0
06/08/2021,29.7,25.8,26.4,96.0,80.0
07/08/2021,30.9,26.7,27.6,92.0,77.0
08/08/2021,31.5,27.1,27.8,90.0,76.0
09/08/2021,31.3,26.0,27.2,96.0,77.0
10/08/2021,30.4,26.2,27.5,95.0,80.0
11/08/2021,32.1,26.6,27.1,94.0,70.0
12/08/2021,33.0,26.2,26.8,94.0,71.0
13/08/2021,30.7,26.2,26.6,92.0,73.0
14/08/2021,29.2,25.5,26.6,90.0,80.0
15/08/2021,30.0,25.4,25.7,94.0,78.0
16/08/2021,31.0,24.9,26.2,94.0,71.0
17/08/2021,32.5,26.1,27.4,90.0,65.0
18/08/2021,32.3,26.7,28.1,88.0,66.0
19/08/2021,31.0,26.6,26.2,92.0,77.0
20/08/2021,32.5,26.0,27.3,91.0,63.0
21/08/2021,32.5,26.6,28.0,87.0,66.0
22/08/2021,33.1,26.9,28.3,86.0,60.0
23/08/2021,33.2,26.9,28.4,84.0,63.0
24/08/2021,32.1,26.8,26.6,94.0,63.0
25/08/2021,34.4,27.0,28.2,86.0,64.0
26/08/2021,32.7,26.4,27.1,93.0,68.0
27/08/2021,29.2,23.6,23.4,93.0,83.0
28/08/2021,29.8,23.6,24.9,95.0,72.0
29/08/2021,29.9,25.5,25.3,95.0,74.0
30/08/2021,32.9,25.9,27.4,91.0,67.0
31/08/2021,29.1,26.3,25.2,95.0,76.0
01/09/2021,32.1,25.8,26.7,94.0,73.0
02/09/2021,33.0,26.9,27.7,90.0,67.0
03/09/2021,33.6,26.7,27.8,88.0,66.0
04/09/2021,33.6,26.7,27.9,86.0,61.0
05/09/2021,33.2,27.0,28.3,87.0,66.0
06/09/2021,32.5,26.9,28.0,86.0,64.0
07/09/2021,33.4,26.9,28.1,88.0,67.0
08/09/2021,34.3,26.7,28.2,87.0,57.0
09/09/2021,33.5,25.9,27.8,81.0,65.0
10/09/2021,33.7,26.8,28.6,82.0,56.0
11/09/2021,33.4,27.0,28.4,84.0,62.0
12/09/2021,34.5,27.6,29.0,87.0,54.0
13/09/2021,33.6,27.9,29.5,86.0,67.0
14/09/2021,30.2,27.1,26.7,94.0,79.0
15/09/2021,33.0,26.2,27.9,88.0,59.0
16/09/2021,31.9,27.8,26.8,84.0,68.0
17/09/2021,34.1,25.8,27.5,87.0,63.0
18/09/2021,33.2,26.9,28.3,89.0,66.0
19/09/2021,32.1,25.7,27.4,94.0,76.0
20/09/2021,32.3,25.7,27.9,91.0,73.0
21/09/2021,31.7,27.0,26.7,91.0,72.0
22/09/2021,34.0,26.7,27.9,88.0,61.0
23/09/2021,30.2,26.8,26.0,94.0,78.0
24/09/2021,32.0,25.2,27.8,87.0,71.0
25/09/2021,32.3,26.5,27.9,83.0,65.0
26/09/2021,31.6,26.3,27.8,78.0,63.0
27/09/2021,32.8,26.2,28.1,80.0,66.0
